record_id	record_role	source_release	assembly	original_gene_id	original_gene_name	original_transcript_id	selection_rule	sequence_length	chromosome	strand	tss	region_start	region_end	sequence_sha256	file_sha256	path	license_note	split	status
at0268	target	GENCODE v49	GRCh38	ENSG00000184470.21	TXNRD2	ENST00000400521.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	19941818	19941318	19943818	2e44a13fb862bef77a78de1eb3b108860ab2c8ebcd34893b0676c51c7a519ea0	30206682704f3c5dac5c3265527646c7643f12b4ebe1dd37dd2a1690f70cf93c	reproduce/bioinformatics/application_inputs/targets/at0268.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0269	target	GENCODE v49	GRCh38	ENSG00000099889.15	ARVCF	ENST00000263207.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20016823	20016323	20018823	b39b6df29cc1975d5924a3879bd3545fced2bcd2dae68f04d20d64a88e0d240b	2153ed17f0c2a0f05f994d4e5194d5d7166d3a222465492cf77f0540b22ae895	reproduce/bioinformatics/application_inputs/targets/at0269.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0270	target	GENCODE v49	GRCh38	ENSG00000183597.17	TANGO2	ENST00000327374.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20021110	20019110	20021610	887b0e57e4cd2d40f96a36067d6241c95c22902cf4cb56940073fcd7cecb4cc0	b455ce687313271208b2bc89821dcc12f5ebd470180c311fa725c9986e1f7e53	reproduce/bioinformatics/application_inputs/targets/at0270.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0271	target	GENCODE v49	GRCh38	ENSG00000128191.18	DGCR8	ENST00000351989.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20080241	20078241	20080741	4078cc46537d7c528f68f5131d53a5c8fd82744b335b6dd649183b37b9ec7fa1	f8c7f703fdd4e5085d939b49903b51e64dc95a9d1df90d1d5bd490e37404c5c0	reproduce/bioinformatics/application_inputs/targets/at0271.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0272	target	GENCODE v49	GRCh38	ENSG00000099901.19	RANBP1	ENST00000430524.6	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20116104	20114104	20116604	7adc2e27fe05305d04c9432432fb220a4b2d4a141ab494d1db682249a16dd413	b43bb60d6f847ceb681de97a75c29e61ef1d94e9bb6d2a6c06738e1d6b85669f	reproduce/bioinformatics/application_inputs/targets/at0272.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0273	target	GENCODE v49	GRCh38	ENSG00000099899.17	TRMT2A	ENST00000252136.12	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20117226	20116726	20119226	fdfe83614ef6578f5b6daa6ffb9c3e1e8f8bde90bd0924da61f19d61b27237e5	e177d3526eb4ad254f4edb0d156fe80b4b15a1892389b955cbdab6b3c7a9b87d	reproduce/bioinformatics/application_inputs/targets/at0273.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0274	target	GENCODE v49	GRCh38	ENSG00000099904.17	ZDHHC8	ENST00000334554.12	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20131804	20129804	20132304	98b6a1c8d85c244427bea29474b11800a6cb2a627623015f5b84b35b499455ce	9c19825417abac2163de2f4af28a9805cb049fae034f35628265c377b5a18776	reproduce/bioinformatics/application_inputs/targets/at0274.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0275	target	GENCODE v49	GRCh38	ENSG00000234409.7	CCDC188	ENST00000439765.4	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20151055	20150555	20153055	6c7e440615c06f68078a0cbd51258114cbeb0df6c34a5fb9bdec2868de77af7b	4856e6c79a83e8819ce8d9e2fc9ac33d4e0de1fcff897b2400d7efc877e6d508	reproduce/bioinformatics/application_inputs/targets/at0275.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0276	target	GENCODE v49	GRCh38	ENSG00000040608.14	RTN4R	ENST00000043402.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20268318	20267818	20270318	a3a50d356a07159c511bf4059b61c880492778c9208a69fd1bd99c232d33466e	6d8976986c71799c8770219affab2d8a8eeac632be3aa6a74918414ea8c3fd03	reproduce/bioinformatics/application_inputs/targets/at0276.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0277	target	GENCODE v49	GRCh38	ENSG00000128185.11	DGCR6L	ENST00000248879.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20320060	20319560	20322060	ef8aaf7811d0c87d04a63ee8758d6de21e7467715936263cf66ab2140e8f652c	1bbc4a4a78b0a3ed579cd590c8fd7370ba68660b8ab76b37dff6714b03f97f40	reproduce/bioinformatics/application_inputs/targets/at0277.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0278	target	GENCODE v49	GRCh38	ENSG00000185252.20	ZNF74	ENST00000400451.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20394151	20392151	20394651	33aca67b494489f3edcd3789e8c74c6b9873ca63e1b4d07c7ef9f7b018b26201	c58a28dcd33bf88112b008cc93e3d6a9a3023a38192ef4c5ff9ddc5a9c05940b	reproduce/bioinformatics/application_inputs/targets/at0278.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0279	target	GENCODE v49	GRCh38	ENSG00000244486.10	SCARF2	ENST00000622235.5	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20437825	20437325	20439825	c0a34e43f346c1ff0b8908ef87403c655eae420786369c478fd4c9ab80901b73	94c9d8aad219b4cd6f9d065a669ffe08de1f0cc9f47dcf87c314573ca4a70156	reproduce/bioinformatics/application_inputs/targets/at0279.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0280	target	GENCODE v49	GRCh38	ENSG00000277971.1	ENSG00000277971	ENST00000429594.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20446620	20446120	20448620	0516624b3159cf5398ac3c64e9562ccf25b20284ea161bc82db79aa61d1b02a5	f15947e505b311b338f1c5755957802740e32122f3c25da779d57ca934e523d9	reproduce/bioinformatics/application_inputs/targets/at0280.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0281	target	GENCODE v49	GRCh38	ENSG00000099910.18	KLHL22	ENST00000328879.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20495795	20495295	20497795	293aa2a70388d703e035c8755425a2335e4feb91c06047cffef341552620d7f9	ecebaee6f02ee4c03176d4612abb49299041b5c715211ce78d81d14aba2f1c55	reproduce/bioinformatics/application_inputs/targets/at0281.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0282	target	GENCODE v49	GRCh38	ENSG00000099917.18	MED15	ENST00000263205.11	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20507610	20505610	20508110	c3d86f59e0268842cc0138bb4d27fb861d756fabf7e7968cf5900b70effe18ce	828f06f9eff6f0b4270acbc5aa3636e076ba8d188bf644e8507c6d682b07baf0	reproduce/bioinformatics/application_inputs/targets/at0282.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0283	target	GENCODE v49	GRCh38	ENSG00000099937.12	SERPIND1	ENST00000215727.10	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20774113	20772113	20774613	4101dfc9b8f22868ac0c7056fe2e7c3518c75f68879f548ece3149198fdbe2ac	475f96915dbac9477c254a762451e95d72822bb41dbcbb0919bea693c3d17f02	reproduce/bioinformatics/application_inputs/targets/at0283.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0284	target	GENCODE v49	GRCh38	ENSG00000241973.12	PI4KA	ENST00000255882.11	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	20858811	20858311	20860811	6b5410d5e1cdbb4d83f4c06b1902fd21d60571cba552fbeeaf10ff6d8d9bd5c9	0168111979828da2a0a68f4ac76b8cb0fc05b3fa0ee9a1a6de34fd0ccf607594	reproduce/bioinformatics/application_inputs/targets/at0284.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0285	target	GENCODE v49	GRCh38	ENSG00000099940.13	SNAP29	ENST00000215730.12	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20859007	20857007	20859507	38fa7055686431b41d102b8df27ebfd1d506d8bcc11b6a8ec1bacaf4553846d5	0dba12bf8a650d3589fe70f7b1e2ca4f62336e83637031933c81a23cd36b0a7f	reproduce/bioinformatics/application_inputs/targets/at0285.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0286	target	GENCODE v49	GRCh38	ENSG00000099942.14	CRKL	ENST00000354336.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20917407	20915407	20917907	d16312bf20d9c742e3e40d570768801c0cf459913734f4e8c22647458855f69d	6c61bc43a361494121e05d06e737f54c9b6f03076107bb203b9666f921877ca1	reproduce/bioinformatics/application_inputs/targets/at0286.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0287	target	GENCODE v49	GRCh38	ENSG00000183773.17	AIFM3	ENST00000440238.4	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20967255	20965255	20967755	5a5335c057bdeb0e89fab94e36eec49b0f4ca0a2a4c74ed7cec7cb3e574c1887	3d452d0302dc0eaaea368c2306d3a37f40566b5fe50412b9bb205dd054eea0d6	reproduce/bioinformatics/application_inputs/targets/at0287.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0288	target	GENCODE v49	GRCh38	ENSG00000099949.23	LZTR1	ENST00000646124.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	20982297	20980297	20982797	9470e5786641b00ce30f8346d4a22913807ab0000820ff1422a96f331f369aaf	4688db9b0dc50c13118a64af3c66533222ba20eecff3a3bf334734ed4e6a0eec	reproduce/bioinformatics/application_inputs/targets/at0288.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0289	target	GENCODE v49	GRCh38	ENSG00000184436.13	THAP7	ENST00000215742.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21002118	21001618	21004118	a8bad756c16d8303c3497d6ad4b429490d6143b7f292ab9ab75333d3487eefd4	dedc04c062ba4e50531fda3118e8fe70108f74c44c6cae7c0474834e9053c7b6	reproduce/bioinformatics/application_inputs/targets/at0289.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0290	target	GENCODE v49	GRCh38	ENSG00000284130.2	TUBA3FP	ENST00000292748.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21014292	21013792	21016292	153dcd39ba6b99e70fb3921bb51b55167dcceb3923b79c3151da47a1714d5db5	e3a920e4d4942d622ff5e48333110ab580b9501642e3d29b637e40de10dd8e9a	reproduce/bioinformatics/application_inputs/targets/at0290.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0291	target	GENCODE v49	GRCh38	ENSG00000099957.18	P2RX6	ENST00000413302.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21015165	21013165	21015665	109ba6fd83633683302ce30d425e977c7382530e1c7fc1c8330fc9dd7630d2a1	36250687da898ce0bbfe503d1f682dffb31d8bdd2bbbf725e395a95cc59b7727	reproduce/bioinformatics/application_inputs/targets/at0291.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0292	target	GENCODE v49	GRCh38	ENSG00000099960.14	SLC7A4	ENST00000382932.3	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21032561	21032061	21034561	31e91be548c96fd3483f0ba56e19808a3020a688aec066835d8ba2753024462a	d7913e6614d239714996b8485e76fde8d53c81abef318c3d809d9d3e862ac932	reproduce/bioinformatics/application_inputs/targets/at0292.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0293	target	GENCODE v49	GRCh38	ENSG00000291240.1	ENSG00000291240	ENST00000706202.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21032572	21032072	21034572	dba628e7dfe2a95c92b2f68296a09967b712134a8d5598d0139bba209e361ca0	8d5f192f697f5c487a217602cbbb2de5a91ade43be21c7be5c2a7dbb70111d81	reproduce/bioinformatics/application_inputs/targets/at0293.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0294	target	GENCODE v49	GRCh38	ENSG00000187905.11	LRRC74B	ENST00000442047.3	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21045946	21043946	21046446	cfd7a92d52ab29e20d463a9a18227971ebb40ed68df2ce828c122c45a4b9a0d2	604ff02ac1514b03cb889227df8166786c5aba44f474033a4662d938c005d2eb	reproduce/bioinformatics/application_inputs/targets/at0294.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0295	target	GENCODE v49	GRCh38	ENSG00000286102.1	FAM246A	ENST00000652479.1	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21361299	21360799	21363299	8f2bb7fb781fa374fa5d60c307496c9b14ebabdb6521bed5df19cb4d9d4bff47	5c44c3b380468e37ea8a6219fa2f7eb5082660cad673ad12ac1e1c9e90eacaef	reproduce/bioinformatics/application_inputs/targets/at0295.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0296	target	GENCODE v49	GRCh38	ENSG00000274600.2	RIMBP3B	ENST00000620804.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21383751	21381751	21384251	c9757bcee1fcbd5bdde0f3cb524f2cc786c564868e4fcb27833f293ae0672755	88ab8446d08a24261b2612dd6b2a504e53533c5cd23c5adf6bf138f96aab903d	reproduce/bioinformatics/application_inputs/targets/at0296.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0297	target	GENCODE v49	GRCh38	ENSG00000169635.11	HIC2	ENST00000407464.7	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21417371	21415371	21417871	919e6a5e24aeee90111fcb47c87e0faa64e200acef199f296a7dd41f7f3cb886	a5d3e853b4ce4cd136b29acf437a2107bffa7b99117486e1153debc511bf1811	reproduce/bioinformatics/application_inputs/targets/at0297.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0298	target	GENCODE v49	GRCh38	ENSG00000206140.12	TMEM191C	ENST00000536718.3	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21467387	21465387	21467887	463a80b06379ba888e63e45bb5ff8584f0cd25768938919b6484ed2a04afefb4	fe7ed69132c1fd42930d89ee94c67b8be28cb8999cb99160c491551aff3f37c3	reproduce/bioinformatics/application_inputs/targets/at0298.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0299	target	GENCODE v49	GRCh38	ENSG00000183246.8	RIMBP3C	ENST00000433039.2	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21551461	21550961	21553461	d43d863bdca092b2e7fb326647c48fefa28538ffb88f183945f117a28c9ee756	020d870fdfb881f6e0458938a0c4c321212ca6b984bfd162e5706226a3e3fa96	reproduce/bioinformatics/application_inputs/targets/at0299.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0300	target	GENCODE v49	GRCh38	ENSG00000185651.17	UBE2L3	ENST00000342192.9	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21567714	21565714	21568214	ba2474a62a600408a65f8e552e5aeb9bf12dfd2ad3cc3294d7fd67b676b48356	33c94095df803c14ae4e71b5f7ecb12d95a75a2fd6e7d3fa5bac73068be5fae5	reproduce/bioinformatics/application_inputs/targets/at0300.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0301	target	GENCODE v49	GRCh38	ENSG00000161179.15	YDJC	ENST00000292778.11	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21630022	21629522	21632022	ea9d654b47b100f0525620ed032cf6a010e67d0e01042425c64ed6857e8c3112	5a10c56f633d642177c11444fca004598e870074fb5ec371455dc272d2d29f05	reproduce/bioinformatics/application_inputs/targets/at0301.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0302	target	GENCODE v49	GRCh38	ENSG00000161180.11	CCDC116	ENST00000292779.4	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21632760	21630760	21633260	822946522edb319fc59464276a2b3e38989f29fe0e7a61c43ae59d272cc3e8eb	ed579f8d0f64eafaf2ceb03d2abfae19c1bba2502e9775dd7bec4901f1e93176	reproduce/bioinformatics/application_inputs/targets/at0302.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0303	target	GENCODE v49	GRCh38	ENSG00000128228.6	SDF2L1	ENST00000248958.5	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21642302	21640302	21642802	a37fc33d72f18c309bf0a5a719ebc9a24552f247180e13cb2701a1ed027fb640	32c6553e97da6d1d20a523602161e869568d9b3d7155f17c38683ded39ff4039	reproduce/bioinformatics/application_inputs/targets/at0303.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0304	target	GENCODE v49	GRCh38	ENSG00000100023.20	PPIL2	ENST00000398831.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	+	21666012	21664012	21666512	c4c2f66bfc190518e181f52f4fb8c4a02c9c3e58bbad6e7efd29838945ef856a	dea76402e37bb48301dc400dee2478a286ac994868fca0553d5205945d90c6ae	reproduce/bioinformatics/application_inputs/targets/at0304.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0305	target	GENCODE v49	GRCh38	ENSG00000100027.17	YPEL1	ENST00000339468.8	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21735794	21735294	21737794	8e9db766550d287c8430d22cfb6f5a721e3343067c65fb8199c1ba81cc22f89d	b27f9f2a523f0626949f8f1aa7670fccdb95d7feeeac66b2e7b5f396079d567b	reproduce/bioinformatics/application_inputs/targets/at0305.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
at0306	target	GENCODE v49	GRCh38	ENSG00000100030.16	MAPK1	ENST00000215832.11	GENCODE v49 protein-coding transcript on chr21 or chr22; one transcript per stable gene by MANE Select, Ensembl canonical, APPRIS principal, basic tag, level, descending length, and transcript ID; forward-genomic strand-aware TSS window -2000/+500; canonical ACGT	2501	chr22	-	21867645	21867145	21869645	b217d29202ae0b7017944460433719417cd9bc83b1a39153d993c9f097997497	254f75b2c419b356004c40ce4d7f34c6a38770b2cfde6d5c8e787c30804f9e59	reproduce/bioinformatics/application_inputs/targets/at0306.fa	UCSC data-use conditions and Genome Reference Consortium attribution apply; selected promoter FASTA retained; final redistribution approval remains owner-controlled	application	preregistered_not_run
